Constituent Number,Title,First Name,Last or Org Name,Pet Type,Pet Name,Address Line 1,Address Line 2,City,State,Postal Code,Spouse Constituent Number,Spouse First Name,Spouse Title,Email Address
,Mrs.,Roxie,Gentry,,,,,Barton,VT,5822,,,,
,Mrs.,Roxy,Mcintyre,,,,,Suburb Maryland Fac,MD,20897,,,,
,Mrs.,Rozlynn,Sloan,,,,,Cando,ND,58324,,,,
,Mrs.,Ruby,Melendez,,,,,Village Of Nagog Woods,MA,1718,,,,
,Mrs.,Rue,Rocha,,,,,Model City,NY,14107,,,,
,Mrs.,Ruth,Herman,,,,,Elkridge,MD,21075,,,,
,Mrs.,Ruthie,Sexton,,,,,Hadley,MA,1035,,,,
,Mrs.,Ryanne,Moon,,,,,Williamsville,VT,5362,,,,
,Mrs.,Rydel,Hendricks,,,,,Butlerville,IN,47223,,,,
,Mrs.,Rylee,Rangel,,,,,Goldsmith,IN,46045,,,,
,Mrs.,Ryleigh,Stark,,,,,Cherryfield,ME,4622,,,,
,Mrs.,Rylie,Lowery,,,,,Allston,MA,2134,,,,
,Mrs.,Sabina,Hardin,,,,,Howells,NY,10932,,,,
,Mrs.,Sabine,Hull,,,,,Old Greenwich,CT,6870,,,,
,Mrs.,Sable,Sellers,,,,,Litchfield,NH,3052,,,,
,Mrs.,Sabrina,Ellison,,,,,Alvord,IA,51230,,,,
,Mrs.,Sade,Calhoun,,,,,Goodrich,MI,48438,,,,
,Mrs.,Sadhbh,Gillespie,,,,,Lick Creek,KY,41540,,,,
,Mrs.,Sadie,Mora,,,,,Oak Vale,MS,39656,,,,
,Mrs.,Saffron,Knapp,,,,,English,IN,47118,,,,
,Mrs.,Safire,Mccall,,,,,Kiamesha Lake,NY,12751,,,,
,Mrs.,Safiya,Morse,,,,,Brillion,WI,54110,,,,
,Mrs.,Sage,Dorsey,,,,,Hamill,SD,57534,,,,
,Mrs.,Sahara,Weeks,,,,,Barnstable,MA,2630,,,,
,Mrs.,Saige,Nielsen,,,,,Lanesboro,MA,1237,,,,
,Mrs.,Saira,Livingston,,,,,Egg Harbor City,NJ,8215,,,,
,Mrs.,Sally,Leblanc,,,,,New Augusta,MS,39462,,,,
,Mrs.,Salma,Mclean,,,,,Center Barnstead,NH,3225,,,,
,Mrs.,Salome,Bradshaw,,,,,New Riegel,OH,44853,,,,
,Mrs.,Sam,Glass,,,,,Penn Yan,NY,14527,,,,
,Mrs.,Samantha,Middleton,,,,,Sherburne,NY,13460,,,,
,Mrs.,Samara,Buckley,,,,,Greenwood Lake,NY,10925,,,,
,Mrs.,Samia,Schaefer,,,,,Lantry,SD,57636,,,,
,Mrs.,Samira,Frost,,,,,Ebony,VA,23845,,,,
,Mrs.,Sammie,Howe,,,,,Osteen,FL,32764,,,,
,Mrs.,Sammy,House,,,,,Quebeck,TN,38579,,,,
,Mrs.,Sandra,Mcintosh,,,,,Okatie,SC,29909,,,,
,Mrs.,Sandy,Ho,,,,,Cowlesville,NY,14037,,,,
,Mrs.,Sania,Pennington,,,,,East Tallassee,AL,36023,,,,
,Mrs.,Saoirse,Reilly,,,,,Tolna,ND,58380,,,,
,Mrs.,Saphira,Hebert,,,,,Brainardsville,NY,12915,,,,
,Mrs.,Sapphire,Mcfarland,,,,,Frankton,IN,46044,,,,
,Mrs.,Sara,Hickman,,,,,Cumberland Furnace,TN,37051,,,,
,Mrs.,Sarah,Noble,,,,,Baraboo,WI,53913,,,,
,Mrs.,Sarina,Spears,,,,,Woods Hole,MA,2543,,,,
,Mrs.,Sariya,Conrad,,,,,Quaker City,OH,43773,,,,
,Mrs.,Sascha,Arias,,,,,Wasta,SD,57791,,,,
,Mrs.,Sasha,Galvan,,,,,Omer,MI,48749,,,,
,Mrs.,Saskia,Velazquez,,,,,Black Mountain,NC,28711,,,,
,Mrs.,Savanna,Huynh,,,,,Wren,OH,45899,,,,
,Mrs.,Savannah,Frederick,,,,,Shandon,OH,45063,,,,
,Mrs.,Scarlet,Randolph,,,,,Vass,NC,28394,,,,
,Mrs.,Scarlett,Cantu,,,,,Rockton,PA,15856,,,,
,Mrs.,Seanna,Fitzpatrick,,,,,Timblin,PA,15778,,,,
,Mrs.,Sebastianne,Mahoney,,,,,Rutland,MA,1543,,,,
,Mrs.,Selah,Peck,,,,,Clintwood,VA,24228,,,,
,Mrs.,Selena,Villa,,,,,Copen,WV,26615,,,,
,Mrs.,Selene,Michael,,,,,West Harwich,MA,2671,,,,
,Mrs.,Selina,Donovan,,,,,Stuyvesant,NY,12173,,,,
,Mrs.,Selma,Mcconnell,,,,,Onaway,MI,49765,,,,
,Mrs.,Senuri,Walls,,,,,Manheim,PA,17545,,,,
,Mrs.,September,Boyle,,,,,Browns Valley,MN,56219,,,,
,Mrs.,Seren,Mayer,,,,,Sharpsburg,MD,21782,,,,
,Mrs.,Serena,Zuniga,,,,,Fort Mc Coy,FL,32134,,,,
,Mrs.,Serenity,Giles,,,,,Hope Mills,NC,28348,,,,
,Mrs.,Shakira,Pineda,,,,,Velva,ND,58790,,,,
,Mrs.,Shamira,Pace,,,,,Dauphin Island,AL,36528,,,,
,Mrs.,Shana,Hurley,,,,,Hollansburg,OH,45332,,,,
,Mrs.,Shania,Mays,,,,,Weldon,NC,27890,,,,
,Mrs.,Shannon,Mcmillan,,,,,Smartt,TN,37378,,,,
,Mrs.,Shari,Crosby,,,,,Danube,MN,56230,,,,
,Mrs.,Sharon,Ayers,,,,,Medicine Lake,MT,59247,,,,
,Mrs.,Shary,Case,,,,,Hacker Valley,WV,26222,,,,
,Mrs.,Shauna,Bentley,,,,,Bowmansdale,PA,17008,,,,
,Mrs.,Shawn,Shepard,,,,,Aliquippa,PA,15001,,,,
,Mrs.,Shawna,Everett,,,,,Guyton,GA,31312,,,,
,Mrs.,Shawnette,Pugh,,,,,Durango,IA,52039,,,,
,Mrs.,Shayla,David,,,,,Harlem,GA,30814,,,,
,Mrs.,Shayna,Mcmahon,,,,,Goodells,MI,48027,,,,
,Mrs.,Shea,Dunlap,,,,,Emmett,MI,48022,,,,
,Mrs.,Sheba,Bender,,,,,Black Eagle,MT,59414,,,,
,Mrs.,Sheena,Hahn,,,,,Griswold,IA,51535,,,,
,Mrs.,Sheila,Harding,,,,,Colo,IA,50056,,,,
,Mrs.,Shelby,Acevedo,,,,,Groveoak,AL,35975,,,,
,Mrs.,Shelia,Raymond,,,,,Semmes,AL,36575,,,,
,Mrs.,Shelley,Blackburn,,,,,East Prospect,PA,17317,,,,
,Mrs.,Shelly,Duffy,,,,,Nuremberg,PA,18241,,,,
,Mrs.,Sheri,Landry,,,,,Barnstead,NH,3218,,,,
,Mrs.,Sheridan,Dougherty,,,,,Drayden,MD,20630,,,,
,Mrs.,Sherri,Bautista,,,,,Chunky,MS,39323,,,,
,Mrs.,Sherrie,Shah,,,,,Ruthville,VA,23147,,,,
,Mrs.,Sherry,Potts,,,,,Nicholls,GA,31554,,,,
,Mrs.,Sheryl,Arroyo,,,,,Saddle Brook,NJ,7663,,,,
,Mrs.,Shirley,Valentine,,,,,Lithia,FL,33547,,,,
,Mrs.,Shivani,Meza,,,,,Martensdale,IA,50160,,,,
,Mrs.,Shona,Gould,,,,,Whiteside,TN,37396,,,,
,Mrs.,Shonagh,Vaughan,,,,,Bon Air,AL,35032,,,,
,Mrs.,Shreya,Fry,,,,,Atlantic Mine,MI,49905,,,,
,Mrs.,Shyann,Rush,,,,,Maybee,MI,48159,,,,
,Mrs.,Shyla,Avery,,,,,Nichols,NY,13812,,,,
,Mrs.,Sian,Herring,,,,,Belmore,OH,45815,,,,
,Mrs.,Sidney,Dodson,,,,,Tignall,GA,30668,,,,
,Mrs.,Sienna,Clements,,,,,Big Run,PA,15715,,,,
,Mrs.,Sierra,Sampson,,,,,Wales Center,NY,14169,,,,
,Mrs.,Sigourney,Tapia,,,,,Strawberry Plains,TN,37871,,,,
,Mrs.,Silvia,Bean,,,,,Portville,NY,14770,,,,
,Mrs.,Simone,Lynn,,,,,Toomsuba,MS,39364,,,,
,Mrs.,Simran,Crane,,,,,Holmesville,OH,44633,,,,
,Mrs.,Sindy,Farley,,,,,Fieldale,VA,24089,,,,
,Mrs.,Sinead,Cisneros,,,,,Nottawa,MI,49075,,,,
,Mrs.,Siobhan,Benton,,,,,West Terre Haute,IN,47885,,,,
,Mrs.,Sky,Ashley,,,,,Port Jefferson,NY,11777,,,,
,Mrs.,Skye,Mckay,,,,,Mavisdale,VA,24627,,,,
,Mrs.,Skylar,Finley,,,,,Speonk,NY,11972,,,,
,Mrs.,Skyler,Best,,,,,Sister Bay,WI,54234,,,,
,Mrs.,Sloane,Blevins,,,,,Slayden,TN,37165,,,,
,Mrs.,Snow,Friedman,,,,,Almo,KY,42020,,,,
,Mrs.,Sofia,Moses,,,,,Hillsdale,NJ,7642,,,,
,Mrs.,Sofie,Sosa,,,,,Shushan,NY,12873,,,,
,Mrs.,Sondra,Blanchard,,,,,Yerkes,KY,41778,,,,
,Mrs.,Sonia,Huber,,,,,Horse Cave,KY,42749,,,,
,Mrs.,Sonja,Frye,,,,,Mocksville,NC,27028,,,,
,Mrs.,Sonya,Krueger,,,,,Denbo,PA,15429,,,,
,Mrs.,Sophia,Bernard,,,,,Dingmans Ferry,PA,18328,,,,
,Mrs.,Sophie,Rosario,,,,,Smoketown,PA,17576,,,,
,Mrs.,Sophy,Rubio,,,,,Melrose Park,IL,60160,,,,
,Mrs.,Sorrel,Mullen,,,,,Sunderland,MA,1375,,,,
,Mrs.,Spring,Benjamin,,,,,Trosky,MN,56177,,,,
,Mrs.,Stacey,Haley,,,,,Virginia Beach,VA,23450,,,,
,Mrs.,Staci,Chung,,,,,Blossburg,PA,16912,,,,
,Mrs.,Stacia,Moyer,,,,,Waite,ME,4492,,,,
,Mrs.,Stacie,Choi,,,,,Bradenville,PA,15620,,,,
,Mrs.,Stacy,Horne,,,,,Brinson,GA,39825,,,,
,Mrs.,Star,Yu,,,,,Plantersville,AL,36758,,,,
,Mrs.,Starla,Woodward,,,,,Frankfort,ME,4438,,,,
,Mrs.,Stefanie,Ali,,,,,Northome,MN,56661,,,,
,Mrs.,Stella,Nixon,,,,,Canton,MA,2021,,,,
,Mrs.,Steph,Hayden,,,,,Fosterville,TN,37063,,,,
,Mrs.,Stephanie,Rivers,,,,,Huguenot,NY,12746,,,,
,Mrs.,Sue,Estes,,,,,Reed City,MI,49677,,,,
,Mrs.,Sugar,Mccarty,,,,,Roselle Park,NJ,7204,,,,
,Mrs.,Suki,Richmond,,,,,Lake Milton,OH,44429,,,,
,Mrs.,Summer,Stuart,,,,,Plum City,WI,54761,,,,
,Mrs.,Susan,Maynard,,,,,Stony Ridge,OH,43463,,,,
,Mrs.,Susanna,Brandt,,,,,Merry Hill,NC,27957,,,,
,Mrs.,Susannah,Oconnell,,,,,Swepsonville,NC,27359,,,,
,Mrs.,Susanne,Hanna,,,,,Goldens Bridge,NY,10526,,,,
,Mrs.,Susie,Sanford,,,,,Copake Falls,NY,12517,,,,
,Mrs.,Sutton,Sheppard,,,,,Rousseau,KY,41366,,,,
,Mrs.,Suzanna,Church,,,,,Lubec,ME,4652,,,,
,Mrs.,Suzanne,Burch,,,,,Iroquois,SD,57353,,,,
,Mrs.,Suzette,Levy,,,,,Maple Hill,NC,28454,,,,
,Mrs.,Suzie,Rasmussen,,,,,Mount Clemens,MI,48043,,,,
,Mrs.,Suzy,Coffey,,,,,North Berwick,ME,3906,,,,
,Mrs.,Sybil,Ponce,,,,,Dagsboro,DE,19939,,,,
,Mrs.,Sydney,Faulkner,,,,,Monrovia,MD,21770,,,,
,Mrs.,Sylvia,Donaldson,,,,,Old Hickory,TN,37138,,,,
,Mrs.,Sylvie,Schmitt,,,,,Sonyea,NY,14556,,,,
,Mrs.,Tabatha,Novak,,,,,Cabin Creek,WV,25035,,,,
,Mrs.,Tabitha,Costa,,,,,Glen Head,NY,11545,,,,
,Mrs.,Tagan,Montes,,,,,Stephen,MN,56757,,,,
,Mrs.,Tahlia,Booker,,,,,Northbrook,IL,60062,,,,
,Mrs.,Tailynn,Cordova,,,,,Tioga,PA,16946,,,,
,Mrs.,Tala,Waller,,,,,Shokan,NY,12481,,,,
,Mrs.,Talia,Arellano,,,,,Timblin,PA,15778,,,,
,Mrs.,Talitha,Maddox,,,,,Brevard,NC,28712,,,,
,Mrs.,Taliyah,Mata,,,,,Fort Monmouth,NJ,7703,,,,
,Mrs.,Tallulah,Bonilla,,,,,Vaughnsville,OH,45893,,,,
,Mrs.,Tamara,Stanton,,,,,Rural Ridge,PA,15075,,,,
,Mrs.,Tamera,Compton,,,,,Arkport,NY,14807,,,,
,Mrs.,Tami,Kaufman,,,,,Shawanese,PA,18654,,,,
,Mrs.,Tamia,Dudley,,,,,Fort Deposit,AL,36032,,,,
,Mrs.,Tamika,Mcpherson,,,,,Durbin,WV,26264,,,,
,Mrs.,Tammi,Beltran,,,,,Schenectady,NY,12301,,,,
,Mrs.,Tammie,Dickson,,,,,Meridianville,AL,35759,,,,
,Mrs.,Tammy,Mccann,,,,,Okoboji,IA,51355,,,,
,Mrs.,Tamra,Villegas,,,,,Benton,PA,17814,,,,
,Mrs.,Tamsin,Proctor,,,,,Heislerville,NJ,8324,,,,
,Mrs.,Tania,Hester,,,,,Delaplane,VA,20144,,,,
,Mrs.,Tanika,Cantrell,,,,,Keswick,VA,22947,,,,
,Mrs.,Tanisha,Daugherty,,,,,Ivy,VA,22945,,,,
,Mrs.,Tanya,Cherry,,,,,Maurice,IA,51036,,,,
,Mrs.,Tara,Bray,,,,,Sweet Valley,PA,18656,,,,
,Mrs.,Taryn,Davila,,,,,Vintondale,PA,15961,,,,
,Mrs.,Tasha,Rowland,,,,,West Greenwich,RI,2817,,,,
,Mrs.,Tasmin,Levine,,,,,Charlotte Hall,MD,20622,,,,
,Mrs.,Tatiana,Madden,,,,,Wentworth,NH,3282,,,,
,Mrs.,Tatum,Spence,,,,,Marenisco,MI,49947,,,,
,Mrs.,Tawana,Good,,,,,Kieler,WI,53812,,,,
,Mrs.,Taya,Irwin,,,,,Lochloosa,FL,32662,,,,
,Mrs.,Tayah,Werner,,,,,Mattawamkeag,ME,4459,,,,
,Mrs.,Tayla,Krause,,,,,Micaville,NC,28755,,,,
,Mrs.,Taylah,Petty,,,,,Wauseon,OH,43567,,,,
,Mrs.,Tayler,Whitney,,,,,Hillsville,PA,16132,,,,
,Mrs.,Taylor,Baird,,,,,Lesterville,SD,57040,,,,
,Mrs.,Teagan,Hooper,,,,,White Oak,WV,25989,,,,
,Mrs.,Teegan,Pollard,,,,,Brant Lake,NY,12815,,,,
,Mrs.,Tegan,Zavala,,,,,Shawnee On Delaware,PA,18356,,,,
,Mrs.,Teigan,Jarvis,,,,,Buxton,ME,4093,,,,
,Mrs.,Tenille,Holden,,,,,Teays,WV,25569,,,,
,Mrs.,Teresa,Haas,,,,,Bruceton Mills,WV,26525,,,,
,Mrs.,Teri,Hendrix,,,,,Chestertown,NY,12817,,,,
,Mrs.,Terri,Mcgrath,,,,,Herndon,PA,17830,,,,
,Mrs.,Terrie,Bird,,,,,Bighill,KY,40405,,,,
,Mrs.,Terry,Lucero,,,,,Jacksonburg,WV,26377,,,,
,Mrs.,Tess,Terrell,,,,,Lesage,WV,25537,,,,
,Mrs.,Tessa,Riggs,,,,,Davin,WV,25617,,,,
,Mrs.,Thalia,Joyce,,,,,Peerless,MT,59253,,,,
,Mrs.,Thea,Mercer,,,,,Dora,AL,35062,,,,
,Mrs.,Thelma,Rollins,,,,,Eagle Bay,NY,13331,,,,
,Mrs.,Theodora,Galloway,,,,,Cornwallville,NY,12418,,,,
,Mrs.,Theresa,Duke,,,,,Hawk Run,PA,16840,,,,
,Mrs.,Therese,Odom,,,,,Chagrin Falls,OH,44022,,,,
,Mrs.,Thomasina,Andersen,,,,,Darby,PA,19023,,,,
,Mrs.,Tia,Downs,,,,,Glennie,MI,48737,,,,
,Mrs.,Tiana,Hatfield,,,,,Pleasant Mount,PA,18453,,,,
,Mrs.,Tiara,Benitez,,,,,South Fork,PA,15956,,,,
,Mrs.,Tiegan,Archer,,,,,Bath Springs,TN,38311,,,,
,Mrs.,Tiffany,Huerta,,,,,Demorest,GA,30535,,,,
,Mrs.,Tillie,Travis,,,,,Sumerduck,VA,22742,,,,
,Mrs.,Tilly,Mcneil,,,,,Talbot,IN,47984,,,,
,Mrs.,Tina,Hinton,,,,,Chetek,WI,54728,,,,
,Mrs.,Tisha,Zhang,,,,,Intercourse,PA,17534,,,,
,Mrs.,Toni,Hays,,,,,Village,VA,22570,,,,
,Mrs.,Tonia,Mayo,,,,,Sunset Beach,NC,28468,,,,
,Mrs.,Tonya,Fritz,,,,,Mantee,MS,39751,,,,
,Mrs.,Tora,Branch,,,,,Lanoka Harbor,NJ,8734,,,,
,Mrs.,Tori,Mooney,,,,,Charlotte,VT,5445,,,,
,Mrs.,Tracey,Ewing,,,,,Woodhull,NY,14898,,,,
,Mrs.,Traci,Ritter,,,,,Hayfield,MN,55940,,,,
,Mrs.,Tracie,Esparza,,,,,Wahkon,MN,56386,,,,
,Mrs.,Tracy,Frey,,,,,Villa Rica,GA,30180,,,,
,Mrs.,Tricia,Braun,,,,,Millerton,NY,12546,,,,
,Mrs.,Trina,Gay,,,,,Sherman,ME,4776,,,,
,Mrs.,Trinity,Riddle,,,,,Wassaic,NY,12592,,,,
,Mrs.,Trish,Haney,,,,,Haysi,VA,24256,,,,
,Mrs.,Trisha,Kaiser,,,,,Orono,ME,4469,,,,
,Mrs.,Trista,Holder,,,,,Welton,IA,52774,,,,
,Mrs.,Trixie,Chaney,,,,,Walkertown,NC,27051,,,,
,Mrs.,Trixy,Mcknight,,,,,Thorndale,PA,19372,,,,
,Mrs.,Trudy,Gamble,,,,,Cos Cob,CT,6807,,,,
,Mrs.,Tula,Vang,,,,,Anaconda,MT,59711,,,,
,Mrs.,Tulip,Cooley,,,,,Hanley Falls,MN,56245,,,,
,Mrs.,Tyra,Carney,,,,,Viewtown,VA,22746,,,,
,Mrs.,Ulrica,Cowan,,,,,Marshalls Creek,PA,18335,,,,
,Mrs.,Uma,Forbes,,,,,Coulters,PA,15028,,,,
,Mrs.,Una,Ferrell,,,,,Lynch,KY,40855,,,,
,Mrs.,Ursula,Davies,,,,,Alberta,VA,23821,,,,
,Mrs.,Val,Barajas,,,,,Denniston,KY,40316,,,,
,Mrs.,Valentina,Shea,,,,,Cloverdale,VA,24077,,,,
,Mrs.,Valeria,Osborn,,,,,Morann,PA,16663,,,,
,Mrs.,Valerie,Bright,,,,,Institute,WV,25112,,,,
,Mrs.,Valery,Cuevas,,,,,Chesapeake,VA,23320,,,,
,Mrs.,Vanessa,Bolton,,,,,Charles Town,WV,25414,,,,
,Mrs.,Veda,Murillo,,,,,Grindstone,PA,15442,,,,
,Mrs.,Velma,Lutz,,,,,Tafton,PA,18464,,,,
,Mrs.,Venetia,Duarte,,,,,Collingswood,NJ,8108,,,,
,Mrs.,Venus,Kidd,,,,,Galveston,IN,46932,,,,
,Mrs.,Vera,Key,,,,,Fayville,MA,1745,,,,
,Mrs.,Verity,Smith,,,,,South Lyme,CT,6376,,,,
,Mrs.,Veronica,Johnson,,,,,Cranford,NJ,7016,,,,
,Mrs.,Vesper,Williams,,,,,Slovan,PA,15078,,,,
,Mrs.,Vicki,Brown,,,,,North Liberty,IN,46554,,,,
,Mrs.,Vickie,Jones,,,,,Manorville,NY,11949,,,,
,Mrs.,Vicky,Miller,,,,,Huguenot,NY,12746,,,,
,Mrs.,Victoria,Davis,,,,,Lyndhurst,NJ,7071,,,,
,Mrs.,Vienna,Garcia,,,,,Arpin,WI,54410,,,,
,Mrs.,Viola,Rodriguez,,,,,Cullowhee,NC,28723,,,,
,Mrs.,Violet,Wilson,,,,,Clinton Township,MI,48035,,,,
,Mrs.,Violetta,Martinez,,,,,Tuscarora,PA,17982,,,,
,Mrs.,Virginia,Anderson,,,,,Lincoln,MA,1773,,,,
,Mrs.,Virginie,Taylor,,,,,Tilghman,MD,21671,,,,
,Mrs.,Vivian,Thomas,,,,,Rolette,ND,58366,,,,
,Mrs.,Viviana,Hernandez,,,,,Center Cross,VA,22437,,,,
,Mrs.,Vivien,Moore,,,,,Mont Vernon,NH,3057,,,,
,Mrs.,Vivienne,Martin,,,,,Plaza,ND,58771,,,,
,Mrs.,Wallis,Jackson,,,,,Berwick,ME,3901,,,,
,Mrs.,Wanda,Thompson,,,,,Velpen,IN,47590,,,,
,Mrs.,Waverley,White,,,,,Harrington Park,NJ,7640,,,,
,Mrs.,Wendi,Lopez,,,,,Pray,MT,59065,,,,
,Mrs.,Wendy,Lee,,,,,Shelburn,IN,47879,,,,
,Mrs.,Whitney,Gonzalez,,,,,Sumatra,FL,32335,,,,
,Mrs.,Wilhelmina,Harris,,,,,Sellersville,PA,18960,,,,
,Mrs.,Willa,Clark,,,,,Humbird,WI,54746,,,,
,Mrs.,Willamina,Lewis,,,,,Sanibel,FL,33957,,,,
,Mrs.,Willow,Robinson,,,,,Ellenville,NY,12428,,,,
,Mrs.,Wilma,Walker,,,,,Wilkes Barre,PA,18701,,,,
,Mrs.,Winifred,Perez,,,,,Forest City,PA,18421,,,,
,Mrs.,Winnie,Hall,,,,,Gap Mills,WV,24941,,,,
,Mrs.,Winnifred,Young,,,,,Tripoli,IA,50676,,,,
,Mrs.,Winona,Allen,,,,,Mount Jackson,VA,22842,,,,
,Mrs.,Winter,Sanchez,,,,,Hamill,SD,57534,,,,
,Mrs.,Wynne,Wright,,,,,Richville,NY,13681,,,,
,Mrs.,Xandra,King,,,,,South Hero,VT,5486,,,,
,Mrs.,Xandria,Scott,,,,,Summerton,SC,29148,,,,
,Mrs.,Xanthe,Green,,,,,Ainsworth,IA,52201,,,,
,Mrs.,Xaviera,Baker,,,,,Moccasin,MT,59462,,,,
,Mrs.,Xena,Adams,,,,,Ironwood,MI,49938,,,,
,Mrs.,Xia,Nelson,,,,,New Fairfield,CT,6812,,,,
,Mrs.,Ximena,Hill,,,,,Mount Eden,KY,40046,,,,
,Mrs.,Xochil,Ramirez,,,,,New Ipswich,NH,3071,,,,
,Mrs.,Xochitl,Campbell,,,,,Gallagher,WV,25083,,,,
,Mrs.,Yara,Mitchell,,,,,Dingmans Ferry,PA,18328,,,,
,Mrs.,Yasmin,Roberts,,,,,Georgiana,AL,36033,,,,
,Mrs.,Yasmina,Carter,,,,,Keisterville,PA,15449,,,,
,Mrs.,Yasmine,Phillips,,,,,Phlox,WI,54464,,,,
,Mrs.,Yazmin,Evans,,,,,Hoosick,NY,12089,,,,
,Mrs.,Yelena,Turner,,,,,Hartville,OH,44632,,,,
,Mrs.,Yesenia,Torres,,,,,New Tazewell,TN,37824,,,,
,Mrs.,Yessica,Parker,,,,,Blountsville,AL,35031,,,,
,Mrs.,Yolanda,Collins,,,,,Bailey,NC,27807,,,,
,Mrs.,Ysabel,Edwards,,,,,West Paris,ME,4289,,,,
,Mrs.,Yula,Stewart,,,,,Finland,MN,55603,,,,
,Mrs.,Yulissa,Flores,,,,,Riderwood,MD,21139,,,,
,Mrs.,Yvaine,Morris,,,,,Kenosha,WI,53140,,,,
,Mrs.,Yvette,Nguyen,,,,,Rhinebeck,NY,12572,,,,
,Mrs.,Yvonne,Murphy,,,,,Port Richey,FL,34668,,,,
,Mrs.,Zada,Rivera,,,,,Peapack,NJ,7977,,,,
,Mrs.,Zaheera,Cook,,,,,Cardington,OH,43315,,,,
,Mrs.,Zahra,Rogers,,,,,Roland,IA,50236,,,,
,Mrs.,Zaira,Morgan,,,,,Venedocia,OH,45894,,,,
,Mrs.,Zakia,Peterson,,,,,North Scituate,MA,2060,,,,
,Mrs.,Zali,Cooper,,,,,Rock Island,TN,38581,,,,
,Mrs.,Zara,Reed,,,,,Shortt Gap,VA,24647,,,,
,Mrs.,Zaria,Bailey,,,,,Glen Fork,WV,25845,,,,
,Mrs.,Zaya,Bell,,,,,Nokomis,FL,34274,,,,
,Mrs.,Zayla,Gomez,,,,,Santee,SC,29142,,,,
,Mrs.,Zelda,Kelly,,,,,Glen Flora,WI,54526,,,,
,Mrs.,Zelida,Howard,,,,,Canada,KY,41519,,,,
,Mrs.,Zelina,Ward,,,,,Jamaica Plain,MA,2130,,,,
,Mrs.,Zena,Cox,,,,,Pepperell,MA,1463,,,,
,Mrs.,Zendaya,Diaz,,,,,Birney,MT,59012,,,,
,Mrs.,Zia,Richardson,,,,,Dilworth,MN,56529,,,,
,Mrs.,Zina,Wood,,,,,Middle Grove,NY,12850,,,,
,Mrs.,Zita,Watson,,,,,Toughkenamon,PA,19374,,,,
,Mrs.,Ziva,Brooks,,,,,Kadoka,SD,57543,,,,
,Mrs.,Zoe,Bennett,,,,,Glen Rock,NJ,7452,,,,
,Mrs.,Zoey,Gray,,,,,Saugatuck,MI,49453,,,,
,Mrs.,Zola,James,,,,,Hot Springs,VA,24445,,,,
,Mrs.,Zora,Reyes,,,,,Marionville,VA,23408,,,,
,Mrs.,Zoya,Cruz,,,,,Mount Liberty,OH,43048,,,,
,Mrs.,Zula,Hughes,,,,,Kentland,IN,47951,,,,
,Mrs.,Zuri,Price,,,,,Drummonds,TN,38023,,,,
,Mrs.,Zyana,Myers,,,,,Udell,IA,52593,,,,
,Mr,Aaron,Long,,,,,Bird Island,MN,55310,,,,
,Mr,Abdul,Foster,,,,,Kitzmiller,MD,21538,,,,
,Mr,Abdullah,Sanders,,,,,Enid,MS,38927,,,,
,Mr,Abe,Ross,,,,,Butte Des Morts,WI,54927,,,,
,Mr,Abel,Morales,,,,,Hymera,IN,47855,,,,
,Mr,Abraham,Powell,,,,,Saint Francis,ME,4774,,,,
,Mr,Abram,Sullivan,,,,,Force,PA,15841,,,,
,Mr,Abriel,Russell,,,,,Spring Garden,AL,36275,,,,
,Mr,Ace,Ortiz,,,,,Forestville,NY,14062,,,,
,Mr,Adam,Jenkins,,,,,Fort Jennings,OH,45844,,,,
,Mr,Adan,Gutierrez,,,,,Nobleton,FL,34661,,,,
,Mr,Addison,Perry,,,,,Saint Peter,MN,56082,,,,
,Mr,Ade,Butler,,,,,Evansport,OH,43519,,,,
,Mr,Aden,Barnes,,,,,Evinston,FL,32633,,,,
,Mr,Adnan,Fisher,,,,,Waynesboro,PA,17268,,,,
,Mr,Adonis,Henderson,,,,,Shushan,NY,12873,,,,
,Mr,Adrian,Coleman,,,,,Merry Hill,NC,27957,,,,
,Mr,Adriel,Simmons,,,,,Eddington,ME,4428,,,,
,Mr,Ahmad,Patterson,,,,,New Freeport,PA,15352,,,,
,Mr,Ahmed,Jordan,,,,,Buck Hill Falls,PA,18323,,,,
,Mr,Aidan,Reynolds,,,,,Newburyport,MA,1950,,,,
,Mr,Aiden,Hamilton,,,,,Wallace,WV,26448,,,,
,Mr,Ainsley,Graham,,,,,Poultney,VT,5764,,,,
,Mr,Ajay,Kim,,,,,Ohiopyle,PA,15470,,,,
,Mr,Al,Gonzales,,,,,Bryantown,MD,20617,,,,
,Mr,Alain,Alexander,,,,,Meadville,PA,16335,,,,
,Mr,Alan,Ramos,,,,,Wolftown,VA,22748,,,,
,Mr,Alaric,Wallace,,,,,Holmdel,NJ,7733,,,,
,Mr,Alastair,Griffin,,,,,Syracuse,NY,13201,,,,
,Mr,Albany,West,,,,,Mardela Springs,MD,21837,,,,
,Mr,Albert,Cole,,,,,Little Compton,RI,2837,,,,
,Mr,Alberto,Hayes,,,,,Watervliet,NY,12189,,,,
,Mr,Albie,Chavez,,,,,Long Bottom,OH,45743,,,,
,Mr,Alden,Gibson,,,,,Fedscreek,KY,41524,,,,
,Mr,Aldo,Bryant,,,,,Venice,FL,34284,,,,
,Mr,Aldric,Ellis,,,,,Mize,MS,39116,,,,
